Tipo_esercizio_storico_pe,Insegna,Tipo_via,Descrizione_via,Civico,Codice_via,ZD,Forma_vendita,Settore_storico_pe,Superficie_somministrazione,Isolato,Forma_commercio_solo_somministrazione_boolean,Forma_commercio_somministrazione/minuto_boolean,Forma_commercio_prev_somministrazione_boolean,Forma_commercio_prev_minuto_boolean,Ingresso
pizzeria,pizza porta garibaldi,CSO,COMO,60,1111,9,misto,cibi cotti;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,129.0,322,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizz. casati 19,VIA,CASATI FELICE,190,2122,3,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;trattoria,163.0,100,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria,VIA,CACCIATORI BENEDETTO,10,6305,7,misto,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,46.0,233,True,False,True,False,VIA F.LLI ZOIA
pizzeria,pizzeria,VIA,CADIBONA,30,3339,4,misto,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,30.0,89,False,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria,VIA,CASARSA,160,1577,9,misto,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;gelateria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;tavola calda",126.0,64,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria,VIA,MEDA GIUSEPPE,570,5242,5,misto,bar caffetteria;cibi cotti;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,20.0,10,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria,VIA,NOVARA,2210,6624,7,al banco,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola calda,69.0,29,False,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria,VIA,SOLARI ANDREA,600,5111,6,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,41.0,14,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria 2 isole,VIA,ALBERTINELLI MARIOTTO,50,6561,7,misto,bar caffetteria;biliardo;bocce;carte;cibi cotti;pizzeria;pizzeria e simili,68.0,247,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria 50 da geggio,VIA,TORINO,500,543,1,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,93.0,401,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria al ceppo folle,VIA,SANT'AMPELLIO,160,5253,5,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,97.0,18,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria al cerchio,VIA,GALVANI LUIGI,150,1179,9,al tavolo,bar caffetteria;pizzeria;pizzeria e simili;ristorante;trattoria,153.0,288,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria al posticino,VIA,AMADEO GIAN ANTONIO,320,3228,3,misto,cibi cotti;pizzeria;pizzeria e simili,40.0,199,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria americ,VIA,GOVONE GIUSEPPE,320,7222,8,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,54.0,12,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria bar,VIA,AMADEO GIAN ANTONIO,540,3228,3,misto,"bar caffetteria;cibi cotti preconfezionati;elettronica,automatica,meccanica;pizzeria",98.0,202,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria bar birreria,PLE,GIOVANNI DALLE BANDE NERE,20,6614,7,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;pizzeria;pizzeria e simili;prodotti di gastronomia;tavola fredda,156.0,16,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria bausan,VIA,MERCANTINI LUIGI,20,1247,9,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;tavola calda,67.0,29,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria ben ti voglio,VIA,LOMELLINA,170,3280,4,misto,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,21.0,245,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria biagio,VIA,MONTI VINCENZO,280,6155,1,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,50.0,233,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria calafuria,VLE,MARCHE,650,1360,9,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,123.0,165,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria carmel by lolita,VLE,SAN GIMIGNANO,100,6613,6,misto,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,107.0,72,False,True,True,False,ACCESSO ESTERNO
pizzeria,pizzeria cenisio,VIA,CENISIO,720,7184,8,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;trattoria,64.0,7,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria   certosa 2000,VLE,CERTOSA,1900,7174,8,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;pizzeria;tavola calda,116.0,190,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria ciao san siro,VIA,BUONARROTI MICHELANGELO,80,6253,7,self service,"genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola calda;tavola calda,self service,fast food",23.0,210,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria da elena,VIA,PACINI GIOVANNI,370,2571,3,al tavolo,"bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;tavola calda;tavola calda,self service,fast food;tavola fredda",68.0,55,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria da gino,CSO,VERCELLI,90,6193,7,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola calda,24.0,236,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria del 333,VIA,DELLE FORZE ARMATE,3330,6643,7,misto,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante",55.0,157,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria dell angelo,VIA,BELFIORE,70,6246,7,misto,bar caffetteria;pizzeria;tavola calda,100.0,215,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria del ticinese,CSO,DI PORTA TICINESE,650,541,1,al tavolo,cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,60.0,126,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria de marchi,VIA,DE MARCHI EMILIO,50,1418,2,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante;tavola calda,77.0,117,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria geppo,VIA,MORGAGNI GIOVANNI BATTISTA,370,2158,3,misto,bar caffetteria;cibi cotti;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,40.0,46,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria grigl.da massimo,VIA,BOVES,10,2641,3,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;licenza giochi leciti tramite società;ristorante,177.0,41,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria gulp,CSO,LODI,720,4068,4,misto,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;trattoria,194.0,24,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria i due leccesi,VIA,BONVESIN DE LA RIVA,30,3087,4,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,69.0,37,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria il cigno,VIA,LESSONA MICHELE,480,7490,8,al tavolo,"genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola calda;tavola calda,self service,fast food",76.0,45,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria il comignolo,VIA,SAINT BON SIMONE,380,6670,7,misto,pizzeria;pizzeria e simili;ristorante;trattoria,102.0,186,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria il pasto giusto,VIA,CESANA BRUNO,100,2374,2,al banco,pizzeria;pizzeria e simili;ristorante;tavola calda,33.0,287,False,True,False,True,ACCESSO ESTERNO
pizzeria,pizzeria il salico,VIA,CORRADO II IL SALICO,140,4225,5,misto,"bar caffetteria;bar gastronomici e simili;elettronica,automatica,meccanica;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante",67.0,39,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria kebab spec.araba,VIA,PASCOLI GIOVANNI,560,3132,3,al banco,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;tavola calda,35.0,82,True,False,True,False,VIALE ROMAGNA
pizzeria,pizzeria la cappa,VIA,RIPAMONTI GIUSEPPE,1280,4066,5,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;tavola calda,116.0,102,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria la coccinella,PZA,MINNITI TITO,80,1133,9,al tavolo,bar caffetteria;pizzeria,32.0,278,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria la rustica,VIA,CORELLI ARCANGELO,1040,3243,3,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria,55.0,18,True,False,True,False,LO N. 104
pizzeria,pizzeria la taverna,VIA,ANZANI FRANCESCO,30,3076,4,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,99.0,49,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria losanna,VIA,LOSANNA,140,7190,8,misto,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,36.0,47,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria l universo,VIA,VOLVINIO,390,5333,5,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;trattoria,81.0,39,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria marino,VIA,CASTELVETRO LODOVICO,60,7195,8,misto,genere merceologico soggetto ad autorizzazione sanitaria;osteria;pizzeria;pizzeria e simili,89.0,49,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria meucci,VIA,MERAVIGLI,180,614,1,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,19.0,372,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria nizza,PLE,NIZZA,30,1521,9,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,72.0,7,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria porto di classe,VIA,FRAPOLLI LUIGI,400,3288,4,misto,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,28.0,218,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria posillipo milano,VIA,CENISIO,190,7184,8,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola calda,100.0,34,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria quadrifoglio,VIA,ORNATO LUIGI,470,1591,9,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,87.0,64,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria ravenna,VIA,SAN DIONIGI,90,4290,4,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola fredda,55.0,123,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria ris.salerntitano,VIA,VITRUVIO,80,2134,3,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,86.0,44,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria rist.bar caffe,VIA,BREDA ERNESTO,144,2342,2,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,74.0,35,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria rist. le clavier,VIA,FRATELLI MORELLI,110,6734,7,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;trattoria,122.0,25,False,True,True,False,ACCESSO ESTERNO
pizzeria,pizzeria ristorante bar,VLE,MONZA,130,2274,2,al tavolo,pizzeria e simili;ristorante,78.0,346,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria ristor.il moro,VIA,DEI CONTARINI,70,3172,3,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;tavola calda,112.0,169,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria ristor.insalater,PZA,VENTIQUATTRO MAGGIO,60,5200,5,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,95.0,127,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria san marco,VIA,STENDHAL ENRICO,410,5135,6,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;trattoria,100.0,14,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria sara,VIA,VARESINA,1010,7290,8,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante;trattoria,66.0,236,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria s.glicerio,VIA,NOTA ALBERTO,470,1624,9,misto,bar caffetteria;pizzeria;ristorante;tavola calda,63.0,47,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria snoopy,VIA,MOROSINI EMILIO,260,3073,4,al tavolo,bar caffetteria;cibi cotti;pizzeria;pizzeria e simili;ristorante,40.0,56,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria spontini,CSO,BUENOS AIRES,600,2129,3,misto,pizzeria e simili,99.0,36,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria starlight,VIA,ALTAMURA SAVERIO,70,6576,7,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;trattoria,62.0,291,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria tavola calda,VIA,LEGNONE,730,1298,9,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;tavola calda,125.0,58,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria tavola calda,VIA,SETTEMBRINI LUIGI,180,2127,3,al tavolo,"genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola calda;tavola calda,self service,fast food",88.0,56,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria tolstoi 109,VIA,TOLSTOI LEONE,1020,5133,6,al banco,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili,17.0,42,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria tortona 36,VIA,TORTONA,360,5124,6,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,30.0,33,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria tradizionale,RIP,DI PORTA TICINESE,70,5150,6,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;trattoria,103.0,74,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria tradizionale,VIA,DE AMICIS EDMONDO,220,574,1,al tavolo,cibi cotti;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,153.0,220,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria tratt.anthony,VIA,PACINI GIOVANNI,670,2571,3,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,96.0,61,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria trattoria,VIA,FARINI CARLO,370,1114,9,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,67.0,253,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzeria trattoria,VIA,VITRUVIO,70,2134,3,misto,bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,78.0,59,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzer.rist. al ritrovo,VIA,CISLAGHI LUIGI,80,2474,2,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,110.0,101,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzer.tratt.la cuccagna,VIA,MILANI GIOVANNI,10,2573,3,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,85.0,76,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizzorante la ruota,VIA,DEI CIGNOLI,10,7431,8,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,76.0,217,True,False,True,False,ACCESSO ESTERNO
pizzeria,pizz.ristor.il ghiottone,VIA,ZAMAGNA BERNARDO,90,6570,7,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,110.0,241,True,False,True,False,ACCESSO ESTERNO
pizzeria,poldo il gastonomo,VLE,CONI ZUGNA,520,5110,6,misto,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante;tavola calda,52.0,27,True,False,True,False,ACCESSO ESTERNO
pizzeria,pop up,VIA,CAGNOLA LUIGI,90,7228,1,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;tavola calda,104.0,136,True,False,True,False,ACCESSO ESTERNO
pizzeria,prato centenaro,VIA,CINO DA PISTOIA,180,1445,9,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;trattoria,114.0,139,True,False,True,False,ACCESSO ESTERNO
pizzeria,premiata pizzeria,ALZ,NAVIGLIO GRANDE,20,5144,6,al tavolo,"bar gastronomici e simili;cucina tipica lombarda;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria e simili;wine,birreria,pub,enoteca,caffetteria,the",149.0,57,True,False,True,False,ACCESSO ESTERNO
pizzeria,primo amore,VIA,AMADEO GIAN ANTONIO,140,3228,3,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;trattoria,72.0,197,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristoran.pizzeria donati,VLE,CASSIODORO,40,6359,8,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,92.0,168,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristorante a piedigrotta,VIA,MANGONE FABIO,10,5102,1,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;tavola calda;trattoria,91.0,59,True,False,True,False,NE FABIO N. 1
pizzeria,ristorante delle mole,VIA,SCOGLIO DI QUARTO,30,5172,5,misto,bar caffetteria;gelateria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;tavola calda,418.0,84,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristorante indiano nabab,PZA,SANT'AGOSTINO,20,5091,1,al tavolo,"genere merceologico soggetto ad autorizzazione sanitaria;pizzeria e simili;ristorante;tavola calda,self service,fast food",58.0,224,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristorante mediterraneo,PZA,GOBETTI PIERO,60,2561,3,misto,bar caffetteria;pizzeria;pizzeria e simili;ristorante;trattoria,115.0,38,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristorante pizzeria,VIA,DELLE FORZE ARMATE,3800,6643,7,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante;trattoria,60.0,137,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristorante pizzeria grigl,VLE,JENNER EDOARDO,100,1230,9,al tavolo,bar caffetteria;pizzeria;pizzeria e simili;ristorante;trattoria,93.0,88,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristorante pizzeria grill,VLE,BRIANZA,360,2263,2,misto,bar caffetteria;pizzeria;pizzeria e simili;trattoria,124.0,339,True,False,True,False,DISABILI VIA F.APORTI
pizzeria,ristorante pizzeria liu,VIA,EUSTACHI BARTOLOMEO,130,2165,3,al tavolo,bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria,76.0,90,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristor. el sapoor latino,VLE,TIBALDI,100,5234,5,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,58.0,158,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristor. gianni e dorina,VIA,PEPE GUGLIELMO,380,1126,9,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,74.0,258,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristoro degli amici,PZA,MONTI GIOSIA,20,6332,7,al banco,genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;pizzeria;pizzeria e simili;ristorante,119.0,23,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristor. pizzeria aurora,VIA,ORTI,350,4031,1,al tavolo,"genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;tavola calda;tavola calda,self service,fast food",54.0,113,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristor.pizzeria da toto,VIA,INGANNI ANGELO,830,6672,6,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,105.0,54,True,False,True,False,LO N. 83
pizzeria,ristor.pizzeria il moro,VIA,CICERI VISCONTI LAURA,80,3220,4,al tavolo,"bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante;tavola calda;tavola calda,self service,fast food;tavola fredda",117.0,81,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristor.pizzeria san carlo,VIA,RINUCCINI OTTAVIO,10,2294,2,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,73.0,303,True,False,True,False,ACCESSO ESTERNO
pizzeria,ristor.pizz.moulin rouge,VLE,LOMBARDIA,960,2400,3,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,106.0,8,True,False,True,False,ACCESSO ESTERNO
pizzeria,rist.pizzer.happy days,VIA,MARGHERA,240,6280,7,al tavolo,cucina tipica lombarda;genere merceologico soggetto ad autorizzazione sanitaria;osteria;pizzeria,96.0,212,True,False,True,False,ACCESSO ESTERNO
pizzeria,rist.pizzer.hot meeting,VIA,SANSOVINO,330,2213,3,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante,57.0,91,True,False,True,False,ACCESSO ESTERNO
pizzeria,rist.pizzeria al delicato,CSO,LODI,840,4068,4,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante;trattoria,61.0,24,True,False,True,False,ACCESSO ESTERNO
pizzeria,rist.pizzeria carmen 2,VIA,ZUMBINI BONAVENTURA,460,5302,6,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,96.0,43,True,False,True,False,ACCESSO ESTERNO
pizzeria,rist.pizzeria da michele,VIA,ORNATO LUIGI,740,1591,9,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,88.0,15,True,False,True,False,ACCESSO ESTERNO
pizzeria,rist.pizzeria il campione,VIA,PORPORA NICOLA ANTONIO,1320,2229,3,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,92.0,36,True,False,True,False,ACCESSO ESTERNO
pizzeria,rist. pizzeria maruzzella,PZA,OBERDAN GUGLIELMO,30,2108,3,misto,bar caffetteria;pizzeria;pizzeria e simili;ristorante;tavola calda,114.0,138,True,False,True,False,ACCESSO ESTERNO
pizzeria,rist. pizz. la sirenella,VIA,SLATAPER SCIPIO,170,1348,2,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;ristorante;tavola calda;tavola fredda,93.0,85,True,False,True,False,ACCESSO ESTERNO
pizzeria,romana bar,CSO,DI PORTA ROMANA,400,402,1,misto,"bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 388/2000;pizzeria;tavola calda;tavola calda,self service,fast food",147.0,473,True,False,True,False,ACCESSO ESTERNO
pizzeria,sabor latino,VIA,DEGLI ETRUSCHI,20,3227,4,al tavolo,"bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola calda,self service,fast food;trattoria",55.0,104,True,False,True,False,ACCESSO ESTERNO
pizzeria,san marcario,VIA,GRASSELLI ANNIBALE,40,3268,4,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,77.0,268,True,False,True,False,ACCESSO ESTERNO
pizzeria,sciue  sciue,VIA,SOLARI ANDREA,60,5111,6,al tavolo,bar caffetteria;pizzeria;pizzeria e simili;ristorante;tavola calda;trattoria,139.0,19,True,False,True,False,ACCESSO ESTERNO
pizzeria,solopizza,VIA,SANZIO RAFFAELLO,140,6283,7,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;trattoria,172.0,191,True,False,True,False,ACCESSO ESTERNO
pizzeria,solopizza,VLE,UMBRIA,250,3145,4,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria,121.0,177,True,False,True,False,ACCESSO ESTERNO
pizzeria,solo pizza,ALZ,NAVIGLIO PAVESE,60,5161,6,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,118.0,74,False,False,True,False,ACCESSO ESTERNO
pizzeria,spib pizza,VIA,LEGNONE,340,1298,9,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,60.0,88,True,False,True,False,ACCESSO ESTERNO
pizzeria,timeout 3,VIA,TIRSO,20,4230,5,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,102.0,42,True,False,True,False,ACCESSO ESTERNO
pizzeria,timeout 4,VIA,BENACO,170,4143,4,misto,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria e simili;ristorante;trattoria,145.0,20,True,False,True,False,ACCESSO ESTERNO
pizzeria,titanic selfservice bar,VIA,WATT GIACOMO,320,5292,6,al tavolo,"bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante;tavola calda,self service,fast food",238.0,4,True,False,True,False,ACCESSO ESTERNO
pizzeria,top. river,VIA,LOMBARDINI ELIA,10,5146,5,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria,18.0,64,True,False,True,False,ACCESSO ESTERNO
